Name,Assemble,Type,Km,CarColor,InteriorColor,CarDoor,CarSeat,Gearbox,Price,Location,Status,EngineCar,Capacity,Trademark,ProductionYear
 Audi Q5 2.0 AT - 2017,Nhập khẩu,SUV,50000,Trắng,Đen,5,5,Số tự động,1779, Hà Nội ,cũ,Xăng,2.0,Audi,2017
 Peugeot 408 Premium 2.0 AT - 2014,Lắp ráp trong nước,Sedan,120668,Bạc,Đen,4,5,Số tự động,355, Thái Nguyên ,cũ,Xăng,2.0,Peugeot,2014
 Mazda CX5 2.0 Premium - 2020,Lắp ráp trong nước,SUV,28000,Đỏ,Đen,5,5,Số tự động,895, Hà Nội ,cũ,Xăng,2.0,Mazda,2020
 Toyota Fortuner 2.4L 4x2 AT - 2022,Lắp ráp trong nước,SUV,0,Đen,Đen,5,7,Số tự động,1080, Hà Nội ,mới,Dầu,2.4,Toyota,2022
 VinFast Fadil Cao cấp 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Xám,Đen,5,5,Số tự động,409, Hà Nam ,mới,Xăng,1.4,VinFast,2022
 Mercedes Benz S class S450L Luxury - 2020,Lắp ráp trong nước,Sedan,18000,Trắng,Kem,4,5,Số tự động,4430, TP HCM ,cũ,Xăng,3.0,Mercedes,2020
 Mazda CX5 2.5 AT 2WD - 2018,Lắp ráp trong nước,SUV,0,Xanh,Đen,5,5,Số tự động,720, Hà Nội ,cũ,Xăng,2.5,Mazda,2018
 Kia Seltos Premium 1.4 AT - 2020,Lắp ráp trong nước,Crossover,15000,Vàng,Ghi,5,5,Số tự động,750, Phú Thọ ,cũ,Xăng,1.4,Kia,2020
 Kia Carnival GS 2.5 AT - 2009,Lắp ráp trong nước,Van/Minivan,100000,Nâu,Kem,5,7,Số tự động,245, Đồng Nai ,cũ,Xăng,2.5,Kia,2009
 Audi A6 1.8 TFSI - 2017,Nhập khẩu,Sedan,0,Trắng,Nâu,4,5,Số tự động,1370, Hà Nội ,cũ,Xăng,1.8,Audi,2017
 Mini Cooper Countryman S - 2020,Nhập khẩu,Hatchback,6900,Ghi,Đen,5,5,Số tự động,2489, Hà Nội ,cũ,Xăng,2.0,Mini Cooper,2020
 Kia Carnival Signature 3.5G - 2022,Lắp ráp trong nước,Van/Minivan,0,Đen,Đỏ,5,7,Số tự động,1849, Hà Nội ,mới,Xăng,3.5,Kia,2022
 Kia Morning Luxury - 2019,Lắp ráp trong nước,Hatchback,22000,Cát,Kem,5,5,Số tự động,375, Hà Nội ,cũ,Xăng,1.25,Kia,2019
 VinFast Lux SA 2.0 Premium 2.0 AT - 2019,Lắp ráp trong nước,SUV,50000,Đỏ,Nâu,5,7,Số tự động,1035, Hà Nội ,cũ,Xăng,2.0,VinFast,2019
 Toyota Camry 2.5Q - 2015,Lắp ráp trong nước,Sedan,61000,Vàng,Ghi,4,5,Số tự động,770, TP HCM ,cũ,Xăng,2.5,Toyota,2015
 Daewoo Lacetti SE - 2010,Nhập khẩu,Sedan,100000,Xám,Vàng,4,5,Số tay,225, Hà Nội ,cũ,Xăng,1.6,Daewoo,2010
 Mercedes Benz S class S450L Luxury - 2019,Lắp ráp trong nước,Sedan,0,Đen,Đen,4,5,Số tự động,4280, Hà Nội ,cũ,Xăng,3.0,Mercedes,2019
 Mercedes Benz GLC 200 4Matic - 2022,Lắp ráp trong nước,SUV,0,Đen,Kem,5,5,Số tự động,2099, Hà Nội ,mới,Xăng,2.0,Mercedes,2022
 Honda CRV L - 2022,Lắp ráp trong nước,SUV,0,Trắng,Đen,5,7,Số tự động,1088, TP HCM ,mới,Xăng,1.5,Honda,2022
 Ford Explorer Limited 2.3L EcoBoost - 2022,Nhập khẩu,SUV,0,Đỏ,Đen,5,7,Số tự động,2399, Bà Rịa Vũng Tàu ,mới,Xăng,2.3,Ford,2022
 Ford Explorer Limited 2.3L EcoBoost - 2022,Nhập khẩu,SUV,0,Trắng,Đen,5,7,Số tự động,2356, Hà Nội ,mới,Xăng,2.3,Ford,2022
 Toyota Prado TXL 2.7L - 2014,Nhập khẩu,SUV,100000,Vàng,Đen,5,7,Số tự động,1290, Hà Nội ,cũ,Xăng,2.7,Toyota,2014
 Ford Focus Trend 1.5L - 2018,Lắp ráp trong nước,Hatchback,0,Trắng,Đen,5,5,Số tự động,520, Hà Nội ,cũ,Xăng,1.5,Ford,2018
 Lexus RX 350 AWD - 2010,Nhập khẩu,SUV,10000,Xanh,Kem,5,5,Số tự động,1190, Hà Nội ,cũ,Xăng,3.5,Lexus,2010
 Mercedes Benz E class E300 - 2009,Lắp ráp trong nước,Sedan,120000,Nâu,Kem,4,5,Số tự động,505, Hà Nội ,cũ,Xăng,3.0,Mercedes,2009
 Volvo XC90 Inscription B6 AWD - 2022,Nhập khẩu,SUV,0,Đen,Nâu,5,7,Số tự động,3950, TP HCM ,mới,Xăng,2.0,Volvo,2022
 Nissan Navara VL 2.5 AT 4WD - 2015,Nhập khẩu,Bán tải / Pickup,0,Xám,Kem,4,5,Số tự động,568, Quảng Ninh ,cũ,Dầu,2.5,Nissan,2015
 Hyundai i10 1.2 AT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,417, TP HCM ,mới,Xăng,1.25,Hyundai,2022
 VinFast Fadil Cao cấp 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Đỏ,Đen,5,5,Số tự động,409, TP HCM ,mới,Xăng,1.4,VinFast,2022
 Toyota Fortuner 2.4G 4x2 MT - 2022,Lắp ráp trong nước,SUV,0,Xám,Nâu,5,7,Số tay,1015, Hà Nội ,mới,Dầu,2.4,Toyota,2022
 LandRover Range Rover Autobiography LWB 5.0 - 2016,Nhập khẩu,SUV,17000,Đen,Kem,5,4,Số tự động,6690, Hà Nội ,cũ,Xăng,5.0,LandRover,2016
 MG HS Trophy 2.0 AT AWD - 2021,Nhập khẩu,Crossover,0,Trắng,Đỏ,5,5,Số tự động,819, Bình Dương ,mới,Xăng,2.0,MG,2021
 Mazda BT50 2.2L 4x2 ATH - 2018,Nhập khẩu,Bán tải / Pickup,66000,Trắng,Đen,4,5,Số tự động,585, TP HCM ,cũ,Dầu,2.2,Mazda,2018
 Mitsubishi Triton Athlete 4x2 AT - 2022,Nhập khẩu,Bán tải / Pickup,0,Đen,Đen,4,5,Số tự động,735, Hà Nội ,mới,Dầu,2.4,Mitsubishi,2022
 Mercedes Benz C class C200 Exclusive - 2019,Lắp ráp trong nước,Sedan,23000,Đen,Kem,4,5,Số tự động,1459, TP HCM ,cũ,Xăng,2.0,Mercedes,2019
 Toyota Camry 2.5Q - 2022,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,1370, Hà Nội ,mới,Xăng,2.5,Toyota,2022
 VinFast Lux SA 2.0 Plus 2.0 AT - 2019,Lắp ráp trong nước,SUV,20000,Đỏ,Đen,5,7,Số tự động,889, Hà Nội ,cũ,Xăng,2.0,VinFast,2019
 Hyundai i10 1.2 AT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,445, TP HCM ,mới,Xăng,1.25,Hyundai,2022
 LandRover Range Rover Vogue 5.0 - 2013,Nhập khẩu,SUV,0,Đen,Đen,5,5,Số tự động,3690, Hà Nội ,cũ,Xăng,5.0,LandRover,2013
 Honda Brio RS - 2021,Nhập khẩu,Hatchback,0,Cam,Đen,5,5,Số tự động,450, Vĩnh Phúc ,mới,Xăng,1.2,Honda,2021
 Mitsubishi Outlander 2.4 CVT - 2016,Nhập khẩu,SUV,0,Đỏ,Kem,5,7,Số tự động,719, Hà Nội ,cũ,Xăng,2.4,Mitsubishi,2016
 Mitsubishi Outlander Premium 2.0 CVT - 2021,Lắp ráp trong nước,SUV,0,Đỏ,Đen,5,7,Số tự động,859, Hà Nội ,cũ,Xăng,2.0,Mitsubishi,2021
 Kia Morning Van 1.0 AT - 2012,Nhập khẩu,Van/Minivan,890000,Trắng,Kem,5,2,Số tự động,198, Thái Nguyên ,cũ,Xăng,1.0,Kia,2012
 Hyundai SantaFe Cao cấp 2.2L HTRAC - 2022,Lắp ráp trong nước,SUV,0,Trắng,Nâu,5,7,Số tự động,1410, Hà Nội ,mới,Dầu,2.2,Hyundai,2022
 Mercedes Benz S class S450L - 2020,Lắp ráp trong nước,Sedan,3600,Trắng,Đen,4,5,Số tự động,3980, TP HCM ,cũ,Xăng,3.0,Mercedes,2020
 Kia Carnival Luxury 2.2D - 2022,Lắp ráp trong nước,Van/Minivan,0,Xanh,Kem,5,8,Số tự động,1199, TP HCM ,mới,Dầu,2.2,Kia,2022
 Hyundai Creta Đặc biệt 1.5 AT - 2022,Nhập khẩu,Crossover,0,Đỏ,Đen,5,5,Số tự động,670, Hà Nội ,mới,Xăng,1.5,Hyundai,2022
 Hyundai SantaFe Premium 2.2L HTRAC - 2019,Lắp ráp trong nước,SUV,30000,Trắng,Nâu,5,7,Số tự động,1189, Hà Nội ,cũ,Dầu,2.2,Hyundai,2019
 Hyundai Creta Tiêu chuẩn 1.5 AT - 2022,Nhập khẩu,Crossover,0,Trắng,Đen,5,5,Số tự động,620, Hà Nội ,mới,Xăng,1.5,Hyundai,2022
 Toyota Corolla Cross 1.8HV - 2022,Nhập khẩu,SUV,0,Xanh,Nâu,5,5,Số tự động,936, Bắc Giang ,mới,Hybrid,1.8,Toyota,2022
 Mercedes Benz E class E200 Exclusive - 2021,Lắp ráp trong nước,Sedan,25,Đen,Nâu,4,5,Số tự động,2289, Hà Nội ,cũ,Xăng,2.0,Mercedes,2021
 Toyota Camry 2.0E - 2018,Lắp ráp trong nước,Sedan,77000,Nâu,Kem,4,5,Số tự động,780, Vĩnh Phúc ,cũ,Xăng,2.0,Toyota,2018
 Ford Ranger Wildtrak 2.0L 4x4 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Cam,Đen,4,5,Số tự động,937, TP HCM ,mới,Dầu,2.0,Ford,2022
 Mercedes Benz E class E300 AMG - 2021,Lắp ráp trong nước,Sedan,999,Đen,Đen,4,5,Số tự động,2889, Hà Nội ,cũ,Xăng,2.0,Mercedes,2021
 Toyota Fortuner 2.4G 4x2 AT Legender - 2022,Lắp ráp trong nước,SUV,0,Trắng,Nâu,5,7,Số tự động,1248, Hà Nội ,mới,Dầu,2.4,Toyota,2022
 MG ZS Luxury 1.5 AT 2WD - 2022,Nhập khẩu,Crossover,0,Bạc,Đen,5,5,Số tự động,610, Hà Nội ,mới,Xăng,1.5,MG,2022
 Toyota Land Cruiser GX 4.5 - 2002,Nhập khẩu,SUV,0,Cát,Kem,5,8,Số tay,350, Hà Nội ,cũ,Xăng,4.5,Toyota,2002
 Mercedes Benz E class E300 AMG - 2022,Lắp ráp trong nước,Sedan,0,Đỏ,Đen,4,5,Số tự động,2950, TP HCM ,mới,Xăng,2.0,Mercedes,2022
 Volvo XC90 B6 AWD Inscription - 2022,Nhập khẩu,SUV,0,Trắng,Nâu,5,7,Số tự động,3950, Đà Nẵng ,mới,Xăng,0.0,Volvo,2022
 Volvo XC60 Inscription B6 AWD - 2022,Nhập khẩu,SUV,0,Trắng,Nâu,5,5,Số tự động,2220, Đà Nẵng ,mới,Xăng,2.0,Volvo,2022
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Bạc,Đen,4,5,Số tự động,662, TP HCM ,mới,Dầu,2.2,Ford,2022
 Ford Ranger Limited 2.0L 4x4 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Cát,Đen,4,5,Số tự động,800, Hà Nội ,mới,Dầu,2.0,Ford,2022
 Mercedes Benz S class S500L - 2016,Lắp ráp trong nước,Sedan,7600,Đen,Kem,4,5,Số tự động,3600, Hà Nội ,cũ,Xăng,4.7,Mercedes,2016
 VinFast Lux A 2.0 2.0 AT - 2020,Lắp ráp trong nước,Sedan,0,Đen,Nâu,4,5,Số tự động,700, Thái Nguyên ,cũ,Xăng,2.0,VinFast,2020
 Hyundai Tucson 2.0 AT Đặc biệt - 2022,Lắp ráp trong nước,Crossover,0,Trắng,Kem,5,5,Số tự động,925, Hà Nội ,mới,Xăng,2.0,Hyundai,2022
 Honda CRV L - 2022,Lắp ráp trong nước,SUV,0,Đen,Đen,5,7,Số tự động,1058, Hà Nội ,mới,Xăng,1.5,Honda,2022
 VinFast VF e34 AT - 2022,Lắp ráp trong nước,Crossover,0,Xanh,Đen,5,5,Số tự động,690, Hà Nội ,mới,Điện,0.1,VinFast,2022
 Volvo XC90 Inscription B6 AWD - 2021,Nhập khẩu,SUV,0,Đen,Nâu,5,7,Số tự động,3950, Đà Nẵng ,mới,Xăng,2.0,Volvo,2021
 Mercedes Benz GLC 200 4Matic - 2021,Lắp ráp trong nước,SUV,11000,Trắng,Đen,5,5,Số tự động,2009, Hà Nội ,cũ,Xăng,2.0,Mercedes,2021
 Honda CRV G - 2022,Lắp ráp trong nước,SUV,0,Trắng,Đen,5,7,Số tự động,983, Hà Nội ,mới,Xăng,1.5,Honda,2022
 Mitsubishi Attrage Premium 1.2 CVT - 2021,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,485, Vĩnh Phúc ,mới,Xăng,1.2,Mitsubishi,2021
 Porsche Cayenne S - 2019,Nhập khẩu,SUV,0,Nâu,Kem,5,5,Số tự động,6888, Hà Nội ,cũ,Xăng,2.9,Porsche,2019
 Toyota Raize G 1.0 CVT - 2022,Nhập khẩu,SUV,0,Trắng,Đen,5,5,Số tự động,535, Hà Nội ,mới,Xăng,1.0,Toyota,2022
 Lexus RX 350 - 2018,Nhập khẩu,SUV,19000,Kem,Nâu,5,5,Số tự động,3790, Hà Nội ,cũ,Xăng,3.5,Lexus,2018
 VinFast Lux A 2.0 Premium 2.0 AT - 2020,Lắp ráp trong nước,Sedan,48568,Đen,Ghi,4,5,Số tự động,818, Lạng Sơn ,cũ,Xăng,2.0,VinFast,2020
 Hyundai SantaFe 2.2L 4WD - 2016,Lắp ráp trong nước,SUV,90000,Đỏ,Kem,5,7,Số tự động,875, Hà Nội ,cũ,Dầu,2.2,Hyundai,2016
 LandRover Range Rover HSE 3.0 - 2015,Nhập khẩu,SUV,55000,Trắng,Kem,5,5,Số tự động,3750, Hà Nội ,cũ,Xăng,3.0,LandRover,2015
 Mitsubishi Triton Athlete 4x2 AT - 2022,Nhập khẩu,Bán tải / Pickup,0,Trắng,Nhiều màu,4,5,Số tự động,735, Hà Nội ,mới,Dầu,2.4,Mitsubishi,2022
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Trắng,Đen,4,5,Số tự động,662, Hà Nội ,mới,Dầu,2.2,Ford,2022
 Toyota Corolla Cross 1.8V - 2022,Nhập khẩu,SUV,0,Đỏ,Đen,5,5,Số tự động,820, Hà Nội ,mới,Xăng,1.8,Toyota,2022
 Volvo XC60 Inscription B6 AWD - 2022,Nhập khẩu,SUV,0,Đen,Nâu,4,5,Số tự động,2220, Đà Nẵng ,mới,Xăng,2.0,Volvo,2022
 Ford Everest Titanium 2.0L 4x2 AT - 2022,Nhập khẩu,SUV,0,Đen,Đen,5,7,Số tự động,1168, Hà Nội ,mới,Dầu,2.0,Ford,2022
 Mercedes Benz GLC 300 4Matic - 2017,Lắp ráp trong nước,SUV,36000,Trắng,Đen,5,5,Số tự động,1650, Hà Nội ,cũ,Xăng,2.0,Mercedes,2017
 Hyundai Getz 1.1 MT - 2009,Nhập khẩu,Hatchback,0,Bạc,Đen,5,5,Số tay,172, Hải Dương ,cũ,Xăng,1.1,Hyundai,2009
 Ford Everest 2.6L 4x2 MT - 2006,Lắp ráp trong nước,SUV,246895,Đen,Ghi,5,8,Số tay,168, Lạng Sơn ,cũ,Xăng,2.6,Ford,2006
 Hyundai Tucson 2.0 AT Đặc biệt - 2022,Lắp ráp trong nước,Crossover,0,Trắng,Đen,5,5,Số tự động,980, Hải Dương ,mới,Xăng,2.0,Hyundai,2022
 Lexus ES 250 - 2019,Nhập khẩu,Sedan,14000,Ghi,Nâu,4,5,Số tự động,2450, Hà Nội ,cũ,Xăng,2.5,Lexus,2019
 Lexus GX 470 - 2008,Nhập khẩu,SUV,110000,Cát,Kem,5,7,Số tự động,1130, Hà Nội ,cũ,Xăng,4.7,Lexus,2008
 Mercedes Benz S class S500L - 2016,Lắp ráp trong nước,Sedan,31000,Trắng,Đen,4,5,Số tự động,3050, Hà Nội ,cũ,Xăng,4.7,Mercedes,2016
 BMW 7 Series 730Li - 2018,Nhập khẩu,Sedan,40000,Xanh,Kem,4,5,Số tự động,3299, Hà Nội ,cũ,Xăng,2.0,BMW,2018
 Porsche Cayenne GTS - 2009,Nhập khẩu,SUV,78000,Trắng,Màu khác,4,5,Số tự động,595, TP HCM ,cũ,Xăng,4.8,Porsche,2009
 LandRover Range Rover Sport Supercharged 5.0 V8 - 2013,Nhập khẩu,SUV,85000,Trắng,Đen,5,5,Số tự động,1060, TP HCM ,cũ,Xăng,5.0,LandRover,2013
 MG 5 Luxury 1.5 AT - 2022,Nhập khẩu,Sedan,0,Vàng,Đen,4,5,Số tự động,579, TP HCM ,mới,Xăng,1.5,MG,2022
 Maserati Levante 3.0 V6 - 2019,Nhập khẩu,SUV,0,Trắng,Đỏ,5,5,Số tự động,4899, TP HCM ,mới,Xăng,3.0,Maserati,2019
 Audi Q7 3.6 AT - 2008,Nhập khẩu,SUV,85000,Trắng,Nâu,5,7,Số tự động,580, TP HCM ,cũ,Xăng,3.6,Audi,2008
 Mazda BT50 Premium 1.9L 4x4 AT - 2022,Nhập khẩu,Bán tải / Pickup,0,Đỏ,Nâu,4,5,Số tự động,799, TP HCM ,mới,Dầu,1.9,Mazda,2022
 Lexus ES 250 - 2022,Nhập khẩu,Sedan,0,Trắng,Nâu,4,5,Số tự động,2590, Hà Nội ,mới,Xăng,2.5,Lexus,2022
 Hyundai i10 1.2 AT - 2021,Lắp ráp trong nước,Sedan,0,Trắng,Đen,4,5,Số tự động,435, TP HCM ,mới,Xăng,1.25,Hyundai,2021
 Toyota Camry LE 2.5 - 2009,Nhập khẩu,Sedan,75000,Đen,Màu khác,4,5,Số tự động,585, Bình Dương ,cũ,Xăng,2.5,Toyota,2009
 Ford Ranger XLS 2.2L 4x2 AT - 2022,Lắp ráp trong nước,Bán tải / Pickup,0,Nâu,Đen,4,5,Số tự động,662, Hà Nội ,mới,Dầu,2.2,Ford,2022
 BMW 3 Series 328i - 2013,Nhập khẩu,Sedan,79000,Màu khác,Kem,4,5,Số tự động,690, TP HCM ,cũ,Xăng,2.0,BMW,2013
 Mitsubishi Xpander Cross 1.5 AT Đặc biệt - 2021,Nhập khẩu,SUV,0,Nâu,Cam,5,7,Số tự động,670, Tuyên Quang ,mới,Xăng,1.5,Mitsubishi,2021
 Chevrolet Cruze LT 1.6L - 2017,Lắp ráp trong nước,Sedan,75000,Trắng,Đen,4,5,Số tay,345, Bình Dương ,cũ,Xăng,1.6,Chevrolet,2017
 Toyota Veloz Cross 1.5 CVT - 2022,Nhập khẩu,SUV,0,Đen,Đen,5,7,Số tự động,648, Hà Nội ,mới,Xăng,1.5,Toyota,2022
 LandRover Range Rover HSE 3.0 - 2016,Nhập khẩu,SUV,63000,Đen,Đen,5,5,Số tự động,3950, TP HCM ,cũ,Xăng,3.0,LandRover,2016
 Mercedes Benz GLC 300 4Matic - 2019,Lắp ráp trong nước,SUV,33000,Đen,Nâu,5,5,Số tự động,1859, TP HCM ,cũ,Xăng,2.0,Mercedes,2019
 Mercedes Benz GLC 250 4Matic - 2018,Lắp ráp trong nước,SUV,28000,Trắng,Kem,5,5,Số tự động,1690, Hà Nội ,cũ,Xăng,2.0,Mercedes,2018
 Suzuki Super Carry Van Blind Van - 2022,Lắp ráp trong nước,Van/Minivan,0,Trắng,Màu khác,5,2,Số tay,293, TP HCM ,mới,Xăng,1.0,Suzuki,2022
 Honda Brio RS - 2022,Nhập khẩu,Hatchback,0,Vàng,Màu khác,5,5,Số tự động,448, Bình Dương ,mới,Xăng,1.2,Honda,2022
 Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2022,Lắp ráp trong nước,Crossover,0,Xanh,Đen,5,5,Số tự động,1100, Hà Nội ,mới,Xăng,1.6,Hyundai,2022
 Hyundai SantaFe 2.2L 4WD - 2014,Nhập khẩu,SUV,0,Đen,Đen,5,7,Số tự động,800, Bắc Giang ,cũ,Dầu,2.2,Hyundai,2014
 Mazda CX5 Deluxe 2.0 AT - 2022,Lắp ráp trong nước,SUV,0,Xanh,Đen,5,5,Số tự động,839, Thanh Hóa ,mới,Xăng,2.0,Mazda,2022
 Mazda CX5 Luxury 2.5 AT - 2022,Lắp ráp trong nước,SUV,0,Trắng,Đen,5,5,Số tự động,899, Vĩnh Phúc ,mới,Xăng,2.5,Mazda,2022
 Porsche Macan 2.0 - 2021,Nhập khẩu,SUV,15000,Xanh,Nâu,5,5,Số tự động,4450, Hà Nội ,cũ,Xăng,2.0,Porsche,2021
 Hyundai Accent 1.4 ATH - 2019,Lắp ráp trong nước,Sedan,30000,Đen,Kem,4,5,Số tự động,495, Thái Bình ,cũ,Xăng,1.4,Hyundai,2019
 VinFast Lux SA 2.0 Cao cấp - 2022,Lắp ráp trong nước,SUV,3000,Đen,Nâu,5,7,Số tự động,1250, Hà Nội ,cũ,Xăng,2.0,VinFast,2022
 Toyota Vios G 1.5 CVT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Kem,4,5,Số tự động,586, Hà Nội ,mới,Xăng,1.5,Toyota,2022
 Mitsubishi Outlander Premium 2.0 CVT - 2022,Lắp ráp trong nước,SUV,0,Đỏ,Cam,5,7,Số tự động,903, Hà Nội ,mới,Xăng,2.0,Mitsubishi,2022
 Toyota Corolla Cross 1.8V - 2022,Nhập khẩu,SUV,0,Trắng,Nâu,5,5,Số tự động,846, TP HCM ,mới,Xăng,1.8,Toyota,2022
 VinFast Lux SA 2.0 Plus 2.0 AT - 2021,Lắp ráp trong nước,SUV,7000,Trắng,Ghi,5,7,Số tự động,1120, Hà Nội ,cũ,Xăng,2.0,VinFast,2021
 BMW 5 Series 528i - 2015,Nhập khẩu,Sedan,45000,Trắng,Kem,4,5,Số tự động,1268, Hà Nội ,cũ,Xăng,2.0,BMW,2015
 Toyota Camry 2.5Q - 2013,Lắp ráp trong nước,Sedan,99000,Đồng,Đen,4,5,Số tự động,690, TP HCM ,cũ,Xăng,2.5,Toyota,2013
 Toyota Innova 2.0E - 2013,Lắp ráp trong nước,Crossover,0,Bạc,Màu khác,5,8,Số tay,365, Bắc Giang ,cũ,Xăng,2.0,Toyota,2013
 Kia Cerato 2.0 AT Premium - 2019,Lắp ráp trong nước,Sedan,30000,Đỏ,Đen,4,5,Số tự động,610, Hà Nội ,cũ,Xăng,2.0,Kia,2019
 Mercedes Benz C class C250 Exclusive - 2016,Lắp ráp trong nước,Sedan,0,Đen,Đen,4,5,Số tự động,1150, Hà Nội ,cũ,Xăng,2.0,Mercedes,2016
 Chevrolet Tahoe LTZ 5.3 AT 4WD - 2008,Nhập khẩu,SUV,58000,Ghi,Xám,5,7,Số tự động,1390, TP HCM ,cũ,Xăng,5.3,Chevrolet,2008
 Mazda 3 1.5 AT - 2015,Lắp ráp trong nước,Sedan,48000,Trắng,Đen,4,5,Số tự động,455, Vĩnh Phúc ,cũ,Xăng,1.5,Mazda,2015
 Lexus ES 250 - 2019,Nhập khẩu,Sedan,18000,Vàng,Nâu,4,5,Số tự động,2299, Hà Nội ,cũ,Xăng,2.5,Lexus,2019
 LandRover Range Rover Autobiography LWB 3.0 I6 - 2020,Nhập khẩu,SUV,7000,Trắng,Vàng,5,5,Số tự động,9700, TP HCM ,cũ,Xăng,3.0,LandRover,2020
 Audi A8 L V6 3.0 TFSI - 2016,Nhập khẩu,Sedan,0,Đen,Nâu,4,5,Số tự động,2750, Hà Nội ,cũ,Xăng,3.0,Audi,2016
 Kia Forte SX 1.6 AT - 2012,Lắp ráp trong nước,Sedan,96000,Xám,Đen,4,5,Số tự động,335, Hà Nội ,cũ,Xăng,1.6,Kia,2012
 Ford Everest Titanium 2.0L 4x2 AT - 2019,Nhập khẩu,SUV,0,Đen,Đen,5,7,Số tự động,999, Hà Nội ,cũ,Dầu,2.0,Ford,2019
 Volvo XC90 T6 Inscription - 2016,Nhập khẩu,SUV,127000,Đen,Nâu,5,7,Số tự động,2695, Hà Nội ,cũ,Xăng,2.0,Volvo,2016
 VinFast Fadil Cao cấp 1.4 AT - 2022,Lắp ráp trong nước,Hatchback,0,Trắng,Đen,5,5,Số tự động,419, TP HCM ,mới,Xăng,1.4,VinFast,2022
 Hyundai Avante 1.6 AT - 2014,Lắp ráp trong nước,Sedan,70000,Bạc,Kem,4,5,Số tự động,359, Hà Nội ,cũ,Xăng,1.6,Hyundai,2014
 Suzuki Ciaz 1.4 AT - 2022,Nhập khẩu,Sedan,0,Đỏ,Đen,4,5,Số tự động,529, TP HCM ,mới,Xăng,1.4,Suzuki,2022
 Mercedes Benz S class S400L - 2014,Lắp ráp trong nước,Sedan,0,Đen,Đen,4,5,Số tự động,1899, Hà Nội ,cũ,Xăng,3.0,Mercedes,2014
 Toyota Vios G 1.5 CVT - 2021,Lắp ráp trong nước,Sedan,5575,Trắng,Kem,4,5,Số tự động,560, TP HCM ,cũ,Xăng,1.5,Toyota,2021
 Toyota Fortuner 2.4G 4x2 AT - 2022,Lắp ráp trong nước,SUV,0,Trắng,Đen,5,7,Số tự động,1107, TP HCM ,mới,Dầu,2.4,Toyota,2022
 Mercedes Benz GLC 300 4Matic - 2022,Lắp ráp trong nước,SUV,0,Đen,Đen,5,5,Số tự động,2499, Hà Nội ,mới,Xăng,2.0,Mercedes,2022
 Mercedes Benz C class C200 Exclusive - 2021,Lắp ráp trong nước,Sedan,7000,Đen,Kem,5,5,Số tự động,1630, Hà Nội ,cũ,Xăng,2.0,Mercedes,2021
 BMW X3 xDrive28i - 2016,Nhập khẩu,SUV,50000,Đen,Kem,5,5,Số tự động,1330, Bình Dương ,cũ,Xăng,2.0,BMW,2016
 Mazda 6 Premium 2.0 AT - 2020,Lắp ráp trong nước,Sedan,15000,Trắng,Đen,4,5,Số tự động,860, Hà Nội ,cũ,Xăng,2.0,Mazda,2020
 LandRover Freelander LR2 HSE - 2011,Nhập khẩu,SUV,90000,Xanh,Nâu,5,5,Số tự động,1080, Hà Nội ,cũ,Xăng,3.2,LandRover,2011
 LandRover Range Rover Autobiography LWB 3.0 I6 - 2020,Nhập khẩu,SUV,18188,Trắng,Đỏ,5,5,Số tự động,8989, Hà Nội ,cũ,Xăng,3.0,LandRover,2020
 Kia Morning Si MT - 2018,Lắp ráp trong nước,Hatchback,34000,Đỏ,Kem,5,5,Số tay,283, Nam Định ,cũ,Xăng,1.25,Kia,2018
 Mitsubishi Triton 4x2 AT Mivec - 2022,Nhập khẩu,Bán tải / Pickup,0,Cam,Đen,4,5,Số tự động,625, Hà Nội ,mới,Dầu,2.4,Mitsubishi,2022
 Toyota Corolla altis 1.8V - 2022,Nhập khẩu,Sedan,0,Trắng,Đen,4,5,Số tự động,765, Hà Nội ,mới,Xăng,1.8,Toyota,2022
 Lexus RX 300 - 2021,Nhập khẩu,SUV,0,Đen,Màu khác,5,5,Số tự động,3240, Hà Nội ,mới,Xăng,2.0,Lexus,2021
 Toyota Vios G 1.5 CVT - 2022,Lắp ráp trong nước,Sedan,0,Trắng,Kem,4,5,Số tự động,586, TP HCM ,mới,Xăng,1.5,Toyota,2022
 Honda City 1.5TOP - 2018,Lắp ráp trong nước,Sedan,0,Xanh,Đen,4,5,Số tự động,500, Hà Nội ,cũ,Xăng,1.5,Honda,2018
